problem,model,parameter,conjure_mode,optimization_level,heuristic,solver,SolverTotalTime,SATClauses,SavileRowClauseOut,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverTimeOut,SolverNodes,SATVars,SolverFailures,MZNpaths,MZNmethod,MZNflatTime,MZNflatIntConstraints,MZNevaluatedReifiedConstraints,MZNflatIntVars,SolverMemOut,TotalTime
csplib-prob045-CoveringArray,CoveringArray.essence,params/4631a8d775c387905ce0d38aee31e6f4.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,28.976,,0,3.036,1,0,0,,,660,,,,,,,,32.012
csplib-prob045-CoveringArray,CoveringArray.essence,params/4631a8d775c387905ce0d38aee31e6f4.param,portfolio4,O2,01_compact.eprime,cplex,2.961,,0,3.842,0,0,0,,,,0,satisfy,2.62356,7859,23424,27007,,6.803
csplib-prob045-CoveringArray,CoveringArray.essence,params/4631a8d775c387905ce0d38aee31e6f4.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,3.96,313841,0,4.103,1,0,0,2308212,48726,,,,,,,,0,8.062999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/4631a8d775c387905ce0d38aee31e6f4.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.267,,0,4.437,1,0,0,1957,,623,,,,,,,,4.704000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/4631a8d775c387905ce0d38aee31e6f4.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,6.667,,0,5.478,1,0,0,,,11427,,,,,,,,12.145
csplib-prob045-CoveringArray,CoveringArray.essence,params/4631a8d775c387905ce0d38aee31e6f4.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,3.709,,0,3.094,1,0,0,,,1112,,,,,,,,6.803
csplib-prob045-CoveringArray,CoveringArray.essence,params/4631a8d775c387905ce0d38aee31e6f4.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,29.672,,0,3.094,1,0,0,,,1112,,,,,,,,32.766
csplib-prob045-CoveringArray,CoveringArray.essence,params/4631a8d775c387905ce0d38aee31e6f4.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,3.009,,0,3.828,0,0,0,,,,0,satisfy,2.65819,7859,23424,27007,,6.837
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,01_compact.eprime,kissat,15.42,850831,0,8.766,1,0,0,8123875,129851,,,,,,,,0,24.186
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,01_compact.eprime,chuffed,0.459,,0,8.624,1,0,0,3217,,691,,,,,,,,9.083
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,01_compact.eprime,or-tools1,13.506,,0,10.565,1,0,0,,,9415,,,,,,,,24.070999999999998
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,9.9,,0,7.029,1,0,0,,,1395,,,,,,,,16.929000000000002
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,79.2,,0,7.029,1,0,0,,,1395,,,,,,,,86.229
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,01_compact.eprime,cplex,4.194,,0,7.523,0,0,1,,,,,,,,,,,11.716999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,15.47,850831,0,8.634,1,0,0,8123875,129851,,,,,,,,0,24.104
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.467,,0,9.033,1,0,0,3217,,691,,,,,,,,9.5
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,13.414,,0,10.3,1,0,0,,,9415,,,,,,,,23.714
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,10.139,,0,7.009,1,0,0,,,1767,,,,,,,,17.148
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,81.112,,0,7.009,1,0,0,,,1767,,,,,,,,88.121
csplib-prob045-CoveringArray,CoveringArray.essence,params/4787b26bdc4e686cd9e3128ce8cfb828.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.192,,0,7.538,0,0,1,,,,,,,,,,,11.73
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,01_compact.eprime,kissat,1.12,761060,0,9.542,1,0,0,1665897,122637,,,,,,,,0,10.661999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,01_compact.eprime,chuffed,0.487,,0,8.746,1,0,0,3915,,3,,,,,,,,9.233
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,01_compact.eprime,or-tools1,14.892,,0,10.82,1,0,0,,,2143,,,,,,,,25.712
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,11.903,,0,7.706,1,0,0,,,1258,,,,,,,,19.609
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,95.224,,0,7.706,1,0,0,,,1258,,,,,,,,102.93
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,01_compact.eprime,cplex,4.419,,0,7.173,0,0,1,,,,,,,,,,,11.591999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,1.07,761060,0,9.775,1,0,0,1665897,122637,,,,,,,,0,10.845
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.505,,0,8.694,1,0,0,3915,,3,,,,,,,,9.199000000000002
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,15.214,,0,10.967,1,0,0,,,2143,,,,,,,,26.181
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,11.737,,0,6.741,1,0,0,,,1234,,,,,,,,18.478
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,93.896,,0,6.741,1,0,0,,,1234,,,,,,,,100.637
csplib-prob045-CoveringArray,CoveringArray.essence,params/47bab8bd85389909eb8f57f57ee47190.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.464,,0,7.535,0,0,1,,,,,,,,,,,11.999
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,01_compact.eprime,kissat,0.03,58972,0,7.571,0,0,0,556,18215,,,,,,,,0,7.601
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,01_compact.eprime,chuffed,0.165,,0,7.012,0,0,0,30,,29,,,,,,,,7.177
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,01_compact.eprime,or-tools1,3.198,,0,7.374,0,0,0,,,39,,,,,,,,10.572
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,2.126,,0,4.95,0,0,0,,,0,,,,,,,,7.0760000000000005
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,17.008,,0,4.95,0,0,0,,,0,,,,,,,,21.958
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,01_compact.eprime,cplex,4.123,,0,7.207,0,0,1,,,,,,,,,,,11.33
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,0.03,58972,0,7.327,0,0,0,556,18215,,,,,,,,0,7.357
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.167,,0,7.09,0,0,0,30,,29,,,,,,,,7.257
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,3.274,,0,7.761,0,0,0,,,39,,,,,,,,11.035
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,2.016,,0,4.347,0,0,0,,,0,,,,,,,,6.363
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,16.128,,0,4.347,0,0,0,,,0,,,,,,,,20.475
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c0bc4c2eda4ca6caf2d4b054d925892.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.349,,0,7.236,0,0,1,,,,,,,,,,,11.585
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,01_compact.eprime,kissat,13.75,2608172,0,17.864,1,0,0,6213357,391868,,,,,,,,0,31.614
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,01_compact.eprime,chuffed,1.431,,0,19.387,1,0,0,21252,,1762,,,,,,,,20.818
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,01_compact.eprime,or-tools1,26.043,,0,22.101,1,0,0,,,5554,,,,,,,,48.144
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,38.459,,0,17.765,1,0,0,,,6426,,,,,,,,56.224000000000004
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,307.672,,0,17.765,1,0,0,,,6426,,,,,,,,325.437
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,01_compact.eprime,cplex,4.047,,0,15.346,0,0,1,,,,,,,,,,,19.393
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,13.72,2608172,0,17.852,1,0,0,6213357,391868,,,,,,,,0,31.572000000000003
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,1.488,,0,18.598,1,0,0,21252,,1762,,,,,,,,20.086
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,25.939,,0,21.138,1,0,0,,,5554,,,,,,,,47.077
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,25.373,,0,19.626,1,0,0,,,27,,,,,,,,44.999
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,202.984,,0,19.626,1,0,0,,,27,,,,,,,,222.61
csplib-prob045-CoveringArray,CoveringArray.essence,params/4c3f9ff6da5a0e07c6d6770f51db7e1c.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.004,,0,15.649,0,0,1,,,,,,,,,,,19.653
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,01_compact.eprime,kissat,0.37,434730,0,5.499,1,0,0,297600,67642,,,,,,,,0,5.869
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,01_compact.eprime,chuffed,0.356,,0,5.793,1,0,0,1324,,105,,,,,,,,6.149
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,01_compact.eprime,or-tools1,7.889,,0,6.369,1,0,0,,,6106,,,,,,,,14.258
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,5.287,,0,3.752,1,0,0,,,63,,,,,,,,9.039
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,42.296,,0,3.752,1,0,0,,,63,,,,,,,,46.048
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,01_compact.eprime,cplex,4.007,,0,4.531,0,0,0,,,,0,satisfy,3.43644,13313,32145,38318,,8.538
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,0.39,434730,0,5.558,1,0,0,297600,67642,,,,,,,,0,5.9479999999999995
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.294,,0,5.759,1,0,0,1324,,105,,,,,,,,6.053
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,7.871,,0,6.545,1,0,0,,,6106,,,,,,,,14.416
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,6.148,,0,4.286,1,0,0,,,745,,,,,,,,10.434
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,49.184,,0,4.286,1,0,0,,,745,,,,,,,,53.47
csplib-prob045-CoveringArray,CoveringArray.essence,params/4ef590340d871039320ab1f281cd632d.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.053,,0,4.451,0,0,0,,,,0,satisfy,3.50079,13313,32145,38318,,8.504
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,01_compact.eprime,kissat,8.66,1076645,0,9.034,1,0,0,4080952,164138,,,,,,,,0,17.694000000000003
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,01_compact.eprime,chuffed,1.480,,0,10.479,1,0,0,139507,,4132,,,,,,,,11.959
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,01_compact.eprime,or-tools1,15.097,,0,11.535,1,0,0,,,5231,,,,,,,,26.631999999999998
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,10.128,,0,8.111,1,0,0,,,2376,,,,,,,,18.239
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,81.024,,0,8.111,1,0,0,,,2376,,,,,,,,89.135
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,01_compact.eprime,cplex,4.345,,0,7.995,0,0,1,,,,,,,,,,,12.34
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,8.66,1076645,0,9.14,1,0,0,4080952,164138,,,,,,,,0,17.8
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,1.418,,0,10.381,1,0,0,139507,,4132,,,,,,,,11.799
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,14.794,,0,11.832,1,0,0,,,5231,,,,,,,,26.626
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,10.281,,0,8.141,1,0,0,,,2116,,,,,,,,18.422
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,82.248,,0,8.141,1,0,0,,,2116,,,,,,,,90.38900000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/51f6743f5f1596b471d40624675d0fdb.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.346,,0,7.837,0,0,1,,,,,,,,,,,12.183
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,01_compact.eprime,kissat,1.36,683478,0,8.544,1,0,0,1558721,109621,,,,,,,,0,9.904
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,01_compact.eprime,chuffed,0.462,,0,7.744,1,0,0,3272,,6,,,,,,,,8.206
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,01_compact.eprime,or-tools1,14.457,,0,10.158,1,0,0,,,4739,,,,,,,,24.615000000000002
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,10.322,,0,6.442,1,0,0,,,1636,,,,,,,,16.764
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,82.576,,0,6.442,1,0,0,,,1636,,,,,,,,89.018
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,01_compact.eprime,cplex,4.207,,0,6.442,0,0,1,,,,,,,,,,,10.649000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,1.30,683478,0,8.723,1,0,0,1558721,109621,,,,,,,,0,10.023000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.447,,0,7.565,1,0,0,3272,,6,,,,,,,,8.012
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,14.4,,0,10.375,1,0,0,,,4739,,,,,,,,24.775
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,10.419,,0,6.05,1,0,0,,,1538,,,,,,,,16.469
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,83.352,,0,6.05,1,0,0,,,1538,,,,,,,,89.402
csplib-prob045-CoveringArray,CoveringArray.essence,params/53eda4e945043f953c1a3ed751d1638e.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.202,,0,6.723,0,0,1,,,,,,,,,,,10.925
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,01_compact.eprime,kissat,0.79,421409,0,6.398,1,0,0,1292445,68358,,,,,,,,0,7.188
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,01_compact.eprime,chuffed,0.320,,0,5.899,1,0,0,2151,,3,,,,,,,,6.219
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,01_compact.eprime,or-tools1,9.259,,0,7.271,1,0,0,,,2273,,,,,,,,16.53
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,7.89,,0,5.119,1,0,0,,,22,,,,,,,,13.009
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,63.12,,0,5.119,1,0,0,,,22,,,,,,,,68.239
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,01_compact.eprime,cplex,4.23,,0,4.726,0,0,1,,,,,,,,,,,8.956
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,0.52,421409,0,6.355,1,0,0,1292445,68358,,,,,,,,0,6.875
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.266,,0,5.992,1,0,0,2151,,3,,,,,,,,6.258
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,9.012,,0,7.55,1,0,0,,,2273,,,,,,,,16.562
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,6.962,,0,4.142,1,0,0,,,1416,,,,,,,,11.104
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,55.696,,0,4.142,1,0,0,,,1416,,,,,,,,59.838
csplib-prob045-CoveringArray,CoveringArray.essence,params/56b6d0cdb297d2fe1c576569538e9fad.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.303,,0,4.767,0,0,1,,,,,,,,,,,9.07
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,01_compact.eprime,kissat,0.18,96947,0,10.751,0,0,0,2405,30317,,,,,,,,0,10.931
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,01_compact.eprime,chuffed,0.472,,0,10.415,0,0,0,2298,,1382,,,,,,,,10.886999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,01_compact.eprime,or-tools1,11.396,,0,9.988,0,0,0,,,777,,,,,,,,21.384
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,9.352,,0,6.5,0,0,0,,,751,,,,,,,,15.852
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,74.816,,0,6.5,0,0,0,,,751,,,,,,,,81.316
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,01_compact.eprime,cplex,4.262,,0,10.372,0,0,1,,,,,,,,,,,14.634
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,0.18,96947,0,11.13,0,0,0,2405,30317,,,,,,,,0,11.31
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.441,,0,10.242,0,0,0,2298,,1382,,,,,,,,10.683000000000002
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,12.65,,0,11.153,0,0,0,,,777,,,,,,,,23.803
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,9.373,,0,6.861,0,0,0,,,0,,,,,,,,16.233999999999998
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,74.984,,0,6.861,0,0,0,,,0,,,,,,,,81.845
csplib-prob045-CoveringArray,CoveringArray.essence,params/5b38d5183f28a71cdaa1172025d486ec.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.248,,0,10.416,0,0,1,,,,,,,,,,,14.664000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/5e41e5ae72dcd0620ad06b08a096e9c6.param,portfolio4,O2,01_compact.eprime,kissat,1.44,272351,0,22.182,0,0,0,14503,86072,,,,,,,,0,23.622
csplib-prob045-CoveringArray,CoveringArray.essence,params/5e41e5ae72dcd0620ad06b08a096e9c6.param,portfolio4,O2,01_compact.eprime,chuffed,7.228,,0,21.909,0,0,0,43433,,23551,,,,,,,,29.137
csplib-prob045-CoveringArray,CoveringArray.essence,params/5e41e5ae72dcd0620ad06b08a096e9c6.param,portfolio4,O2,01_compact.eprime,or-tools1,25.427,,0,21.771,0,0,0,,,4282,,,,,,,,47.198
csplib-prob045-CoveringArray,CoveringArray.essence,params/5e41e5ae72dcd0620ad06b08a096e9c6.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,17.374,,0,17.228,0,0,0,,,3106,,,,,,,,34.602000000000004
