problem,model,parameter,conjure_mode,optimization_level,heuristic,solver,SolverTotalTime,SATClauses,SavileRowClauseOut,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverTimeOut,SolverNodes,SATVars,SolverFailures,MZNpaths,MZNmethod,MZNflatTime,MZNflatIntConstraints,MZNevaluatedReifiedConstraints,MZNflatIntVars,SolverMemOut,TotalTime
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,01_compact.eprime,kissat,0.29,250044,0,4.489,1,0,0,206356,41684,,,,,,,,,4.779
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,01_compact.eprime,chuffed,0.200,,0,4.359,1,0,0,1629,,0,,,,,,,,4.559
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,01_compact.eprime,or-tools1,5.34,,0,5.286,1,0,0,,,1648,,,,,,,,10.626
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,4.3,,0,4.009,1,0,0,,,1561,,,,,,,,8.309000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,34.4,,0,4.009,1,0,0,,,1561,,,,,,,,38.409
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,01_compact.eprime,cplex,2.813,,0,3.351,0,0,0,,,,0,satisfy,2.52758,17417,18567,26918,,6.164
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,0.27,250044,0,4.553,1,0,0,206356,41684,,,,,,,,0,4.823
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.229,,0,4.325,1,0,0,1629,,0,,,,,,,,4.554
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,5.351,,0,5.31,1,0,0,,,1648,,,,,,,,10.661
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,4.312,,0,3.547,1,0,0,,,22,,,,,,,,7.859
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,34.496,,0,3.547,1,0,0,,,22,,,,,,,,38.043
csplib-prob045-CoveringArray,CoveringArray.essence,params/008eb170a07ca1d8311ede5d4a7adbba.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,2.877,,0,3.198,0,0,0,,,,0,satisfy,2.5763,17417,18567,26918,,6.074999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,01_compact.eprime,kissat,11.56,2562343,0,17.077,1,0,0,3725845,385478,,,,,,,,0,28.637
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,01_compact.eprime,chuffed,1.463,,0,19.933,1,0,0,24387,,1727,,,,,,,,21.396
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,01_compact.eprime,or-tools1,28.81,,0,22.504,1,0,0,,,6154,,,,,,,,51.314
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,37.782,,0,16.731,1,0,0,,,7901,,,,,,,,54.513
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,302.256,,0,16.731,1,0,0,,,7901,,,,,,,,318.98699999999997
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,01_compact.eprime,cplex,4.001,,0,14.965,0,0,1,,,,,,,,,,,18.966
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,11.25,2562343,0,16.826,1,0,0,3725845,385478,,,,,,,,0,28.076
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,1.431,,0,19.957,1,0,0,24387,,1727,,,,,,,,21.388
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,28.824,,0,23.419,1,0,0,,,6154,,,,,,,,52.243
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,28.451,,0,19.768,1,0,0,,,5407,,,,,,,,48.219
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,227.608,,0,19.768,1,0,0,,,5407,,,,,,,,247.376
csplib-prob045-CoveringArray,CoveringArray.essence,params/017ecd18320cbd2bbc9dc0138417e760.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,3.759,,0,15.294,0,0,1,,,,,,,,,,,19.053
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,01_compact.eprime,kissat,4.34,2612268,0,18.645,1,0,0,2976926,395128,,,,,,,,0,22.985
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,01_compact.eprime,chuffed,1.387,,0,19.973,1,0,0,8979,,690,,,,,,,,21.36
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,01_compact.eprime,or-tools1,31.028,,0,24.122,1,0,0,,,6531,,,,,,,,55.15
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,45.779,,0,18.037,1,0,0,,,4076,,,,,,,,63.816
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,366.232,,0,18.037,1,0,0,,,4076,,,,,,,,384.269
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,01_compact.eprime,cplex,4.041,,0,15.147,0,0,1,,,,,,,,,,,19.188000000000002
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,4.28,2612268,0,17.878,1,0,0,2976926,395128,,,,,,,,0,22.158
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,1.379,,0,19.007,1,0,0,8979,,690,,,,,,,,20.386000000000003
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,30.596,,0,23.147,1,0,0,,,6531,,,,,,,,53.742999999999995
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,33.372,,0,18.804,1,0,0,,,13756,,,,,,,,52.176
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,266.976,,0,18.804,1,0,0,,,13756,,,,,,,,285.78
csplib-prob045-CoveringArray,CoveringArray.essence,params/01e7ae4c89091ba613a7d52017f2d9ca.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,3.995,,0,16.264,0,0,1,,,,,,,,,,,20.259
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,01_compact.eprime,kissat,0.99,1209057,0,12.36,1,0,0,1697422,192066,,,,,,,,0,13.35
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,01_compact.eprime,chuffed,0.731,,0,12.282,1,0,0,5460,,10,,,,,,,,13.013
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,01_compact.eprime,or-tools1,23.348,,0,15.401,1,0,0,,,6790,,,,,,,,38.748999999999995
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,17.435,,0,10.653,1,0,0,,,2220,,,,,,,,28.088
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,139.48,,0,10.653,1,0,0,,,2220,,,,,,,,150.13299999999998
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,01_compact.eprime,cplex,4.093,,0,9.48,0,0,1,,,,,,,,,,,13.573
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,1.32,1209057,0,13.127,1,0,0,1697422,192066,,,,,,,,0,14.447000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.705,,0,12.061,1,0,0,5460,,10,,,,,,,,12.766
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,24.8,,0,15.997,1,0,0,,,6790,,,,,,,,40.797
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,18.426,,0,10.624,1,0,0,,,2413,,,,,,,,29.049999999999997
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,147.408,,0,10.624,1,0,0,,,2413,,,,,,,,158.03199999999998
csplib-prob045-CoveringArray,CoveringArray.essence,params/05a39ee4147df4f5c2e55f9105bd29be.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.09,,0,9.496,0,0,1,,,,,,,,,,,13.586
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,01_compact.eprime,kissat,14.91,856206,0,7.976,1,0,0,5998788,130040,,,,,,,,0,22.886
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,01_compact.eprime,chuffed,0.545,,0,8.612,1,0,0,8925,,1795,,,,,,,,9.157
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,01_compact.eprime,or-tools1,13.656,,0,10.521,1,0,0,,,7100,,,,,,,,24.177
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,8.86,,0,7.629,1,0,0,,,2125,,,,,,,,16.488999999999997
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,70.88,,0,7.629,1,0,0,,,2125,,,,,,,,78.509
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,01_compact.eprime,cplex,4.244,,0,7.009,0,0,1,,,,,,,,,,,11.253
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,14.67,856206,0,8.111,1,0,0,5998788,130040,,,,,,,,0,22.781
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.508,,0,8.703,1,0,0,8925,,1795,,,,,,,,9.210999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,12.91,,0,9.999,1,0,0,,,7100,,,,,,,,22.909
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,8.837,,0,6.881,1,0,0,,,1871,,,,,,,,15.718
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,70.696,,0,6.881,1,0,0,,,1871,,,,,,,,77.577
csplib-prob045-CoveringArray,CoveringArray.essence,params/0778706670925ee9156f0eea2bc4a0f9.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.249,,0,7.266,0,0,1,,,,,,,,,,,11.515
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,01_compact.eprime,kissat,5.59,970036,0,8.352,1,0,0,3010815,147161,,,,,,,,0,13.942
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,01_compact.eprime,chuffed,0.596,,0,9.37,1,0,0,18330,,2315,,,,,,,,9.966
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,01_compact.eprime,or-tools1,13.99,,0,11.306,1,0,0,,,7409,,,,,,,,25.296
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,9.342,,0,7.295,1,0,0,,,5234,,,,,,,,16.637
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,74.736,,0,7.295,1,0,0,,,5234,,,,,,,,82.031
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,01_compact.eprime,cplex,4.338,,0,8.049,0,0,1,,,,,,,,,,,12.387
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,5.27,970036,0,8.223,1,0,0,3010815,147161,,,,,,,,0,13.493
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.618,,0,9.105,1,0,0,18330,,2315,,,,,,,,9.723
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,13.398,,0,10.772,1,0,0,,,7409,,,,,,,,24.17
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,9.474,,0,7.809,1,0,0,,,4858,,,,,,,,17.283
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,75.792,,0,7.809,1,0,0,,,4858,,,,,,,,83.601
csplib-prob045-CoveringArray,CoveringArray.essence,params/07cbd2859ec0fe46119a444cd18d45c8.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.405,,0,7.321,0,0,1,,,,,,,,,,,11.725999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,01_compact.eprime,kissat,0.65,460397,0,5.994,1,0,0,818611,72546,,,,,,,,0,6.644
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,01_compact.eprime,chuffed,0.391,,0,6.016,1,0,0,1698,,36,,,,,,,,6.407
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,01_compact.eprime,or-tools1,8.318,,0,7.533,1,0,0,,,1699,,,,,,,,15.850999999999999
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,5.842,,0,4.541,1,0,0,,,1441,,,,,,,,10.383
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,46.736,,0,4.541,1,0,0,,,1441,,,,,,,,51.277
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,01_compact.eprime,cplex,4.208,,0,4.784,0,0,0,,,,0,satisfy,3.62498,17775,33936,42391,,8.992
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,0.56,460397,0,6.049,1,0,0,818611,72546,,,,,,,,0,6.609
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.284,,0,6.002,1,0,0,1698,,36,,,,,,,,6.286
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,8.305,,0,7.693,1,0,0,,,1699,,,,,,,,15.998
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,5.787,,0,4.253,1,0,0,,,76,,,,,,,,10.04
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,46.296,,0,4.253,1,0,0,,,76,,,,,,,,50.549
csplib-prob045-CoveringArray,CoveringArray.essence,params/07db6eb0d0244986043a1924730aa000.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.224,,0,4.75,0,0,1,,,,,,,,,,,8.974
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,01_compact.eprime,kissat,3.87,2227420,0,16.877,1,0,0,2126348,339628,,,,,,,,0,20.747
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,01_compact.eprime,chuffed,1.169,,0,17.089,1,0,0,5594,,172,,,,,,,,18.258
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,01_compact.eprime,or-tools1,29.249,,0,21.622,1,0,0,,,6243,,,,,,,,50.870999999999995
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,21.783,,0,15.838,1,0,0,,,4086,,,,,,,,37.621
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,174.264,,0,15.838,1,0,0,,,4086,,,,,,,,190.102
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,01_compact.eprime,cplex,4.036,,0,13.961,0,0,1,,,,,,,,,,,17.997
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,3.85,2227420,0,17.241,1,0,0,2126348,339628,,,,,,,,0,21.091
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,1.176,,0,17.318,1,0,0,5594,,172,,,,,,,,18.494
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,29.309,,0,22.218,1,0,0,,,6243,,,,,,,,51.527
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,21.225,,0,15.706,1,0,0,,,7296,,,,,,,,36.931
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,169.8,,0,15.706,1,0,0,,,7296,,,,,,,,185.506
csplib-prob045-CoveringArray,CoveringArray.essence,params/0ad1b7fde5556a90b0a7e95ee3ee010a.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,3.733,,0,13.786,0,0,1,,,,,,,,,,,17.519
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,01_compact.eprime,kissat,5.04,783950,0,7.967,1,0,0,2072822,120928,,,,,,,,0,13.007
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,01_compact.eprime,chuffed,1.766,,0,8.616,1,0,0,281717,,4749,,,,,,,,10.382
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,01_compact.eprime,or-tools1,12.714,,0,9.902,1,0,0,,,5857,,,,,,,,22.616
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,7.961,,0,5.9,1,0,0,,,4301,,,,,,,,13.861
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,63.688,,0,5.9,1,0,0,,,4301,,,,,,,,69.58800000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,01_compact.eprime,cplex,4.206,,0,6.733,0,0,1,,,,,,,,,,,10.939
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,4.91,783950,0,7.387,1,0,0,2072822,120928,,,,,,,,0,12.297
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,1.713,,0,8.677,1,0,0,281717,,4749,,,,,,,,10.39
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,12.841,,0,9.79,1,0,0,,,5857,,,,,,,,22.631
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,7.86,,0,5.768,1,0,0,,,3968,,,,,,,,13.628
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,62.88,,0,5.768,1,0,0,,,3968,,,,,,,,68.648
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d23385478a22a42f0f7431346c07256.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.213,,0,6.489,0,0,1,,,,,,,,,,,10.702
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,01_compact.eprime,kissat,0.69,510363,0,7.097,1,0,0,1354685,82474,,,,,,,,0,7.787000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,01_compact.eprime,chuffed,0.389,,0,6.692,1,0,0,2633,,3,,,,,,,,7.081
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,01_compact.eprime,or-tools1,10.746,,0,8.503,1,0,0,,,9529,,,,,,,,19.249000000000002
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,01_compact.eprime,or-tools8-wallTime,7.478,,0,4.944,1,0,0,,,2928,,,,,,,,12.422
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,01_compact.eprime,or-tools8-cpuTime,59.824,,0,4.944,1,0,0,,,2928,,,,,,,,64.768
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,01_compact.eprime,cplex,4.123,,0,5.433,0,0,1,,,,,,,,,,,9.556000000000001
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,06_chPrunedLevels.eprime,kissat,0.69,510363,0,6.912,1,0,0,1354685,82474,,,,,,,,0,7.602
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,06_chPrunedLevels.eprime,chuffed,0.367,,0,6.291,1,0,0,2633,,3,,,,,,,,6.658
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools1,10.714,,0,8.586,1,0,0,,,9529,,,,,,,,19.3
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-wallTime,7.417,,0,4.659,1,0,0,,,44,,,,,,,,12.076
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,06_chPrunedLevels.eprime,or-tools8-cpuTime,59.336,,0,4.659,1,0,0,,,44,,,,,,,,63.995
csplib-prob045-CoveringArray,CoveringArray.essence,params/0d35b76a8fce3c33b9052d46e0789d40.param,portfolio4,O2,06_chPrunedLevels.eprime,cplex,4.063,,0,5.18,0,0,1,,,,,,,,,,,9.242999999999999
